TheVoynichManuscript_chunk_113_1499105773483229_count_0_noise_-1_noise_type_White,2,12.72,13.8,ticket things,-1,True,0.7861,0.388,podcast_lecture,White,ticket,things,"[{'word_confidence': [['tickets', 0.26], ['since', 0.303]], 'confidence': 0.276, 'timestamps': [['tickets', 0.31, 0.85], ['since', 0.93, 1.26]], 'transcript': 'tickets since '}]",tickets,0.5677,since,0.4111
TheVoynichManuscript_chunk_73_1499105773483229_count_0_noise_29_noise_type_White,2,20.11,21.4,magnifying little,29,True,0.9669,0.3723,podcast_lecture,White,magnifying,little,"[{'word_confidence': [['magnifying', 1.0], ['Lou', 0.371]], 'confidence': 0.775, 'timestamps': [['magnifying', 0.31, 1.08], ['Lou', 1.08, 1.51]], 'transcript': 'magnifying Lou '}]",magnifying,0.9882,Lou,0.5834
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_100_1499105773483229_count_0_noise_-1_noise_type_White,2,10.89,11.7,through theurgy,-1,True,0.7867,0.459,podcast_lecture,White,through,theurgy,"[{'word_confidence': [['through', 0.827], ['theurgy', 0.678]], 'confidence': 0.737, 'timestamps': [['through', 0.23, 0.56], ['theurgy', 0.56, 1.06]], 'transcript': 'through theurgy '}]",through,0.8435,theurgy,0.9883
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_100_1499105773483229_count_0_noise_0_noise_type_White,2,10.89,11.7,through theurgy,0,True,0.7867,0.459,podcast_lecture,White,through,theurgy,"[{'word_confidence': [['through', 0.787], ['theurgy', 0.76]], 'confidence': 0.77, 'timestamps': [['through', 0.25, 0.56], ['theurgy', 0.56, 1.06]], 'transcript': 'through theurgy '}]",through,0.8088,theurgy,0.9866
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_100_1499105773483229_count_0_noise_10_noise_type_White,2,10.89,11.7,through theurgy,10,True,0.7867,0.459,podcast_lecture,White,through,theurgy,"[{'word_confidence': [['three', 0.411], ['theurgy', 0.476]], 'confidence': 0.452, 'timestamps': [['three', 0.25, 0.54], ['theurgy', 0.54, 1.04]], 'transcript': 'three theurgy '}]",three,0.6651,theurgy,0.9001
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_100_1499105773483229_count_0_noise_5_noise_type_White,2,10.89,11.7,through theurgy,5,True,0.7867,0.459,podcast_lecture,White,through,theurgy,"[{'word_confidence': [['through', 0.692], ['theurgy', 0.636]], 'confidence': 0.658, 'timestamps': [['through', 0.25, 0.56], ['theurgy', 0.56, 1.06]], 'transcript': 'through theurgy '}]",through,0.7087,theurgy,0.9665
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_100_1499105773483229_count_0_noise_7_noise_type_White,2,10.89,11.7,through theurgy,7,True,0.7867,0.459,podcast_lecture,White,through,theurgy,"[{'word_confidence': [['through', 0.646], ['theurgy', 0.512]], 'confidence': 0.565, 'timestamps': [['through', 0.25, 0.57], ['theurgy', 0.57, 1.06]], 'transcript': 'through theurgy '}]",through,0.5731,theurgy,0.9401
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_100_1499105773483229_count_0_noise_9_noise_type_White,2,10.89,11.7,through theurgy,9,True,0.7867,0.459,podcast_lecture,White,through,theurgy,"[{'word_confidence': [['three', 0.408], ['theurgy', 0.472]], 'confidence': 0.449, 'timestamps': [['three', 0.25, 0.54], ['theurgy', 0.54, 1.04]], 'transcript': 'three theurgy '}]",three,0.5802,theurgy,0.9187
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_100_1499105773483229_count_0_noise_8_noise_type_White,2,10.89,11.7,through theurgy,8,True,0.7867,0.459,podcast_lecture,White,through,theurgy,"[{'word_confidence': [['three', 0.377], ['theurgy', 0.414]], 'confidence': 0.4, 'timestamps': [['three', 0.25, 0.54], ['theurgy', 0.54, 1.04]], 'transcript': 'three theurgy '}]",through,0.4897,theurgy,0.906
TheVoynichManuscript_chunk_99_1499105773483229_count_0_noise_-1_noise_type_White,2,18.37,19.94,angels could,-1,True,0.8319,0.439,podcast_lecture,White,angels,could,"[{'word_confidence': [['angels', 0.144]], 'confidence': 0.144, 'timestamps': [['angels', 0.26, 1.06]], 'transcript': 'angels '}]",angels,0.3442
TerenceMckenna-TrueHallucinations15-16_chunk_7_1499105773483229_count_0_noise_-1_noise_type_White,2,14.82,16.46,starkly explain,-1,True,0.9358,0.3973,podcast_lecture,White,starkly,explain,"[{'word_confidence': [['starkly', 0.711], ['explain', 0.34]], 'confidence': 0.511, 'timestamps': [['starkly', 0.24, 0.97], ['explain', 0.97, 1.82]], 'transcript': 'starkly explain '}]",starkly,0.9798,explain,0.486
TerenceMckenna-TrueHallucinations15-16_chunk_7_1499105773483229_count_0_noise_0_noise_type_White,2,14.82,16.46,starkly explain,0,True,0.9358,0.3973,podcast_lecture,White,starkly,explain,"[{'word_confidence': [['starkly', 0.66], ['explain', 0.324]], 'confidence': 0.479, 'timestamps': [['starkly', 0.24, 0.97], ['explain', 0.97, 1.82]], 'transcript': 'starkly explain '}]",starkly,0.9774,explain,0.4847
TerenceMckenna-TrueHallucinations15-16_chunk_7_1499105773483229_count_0_noise_10_noise_type_White,2,14.82,16.46,starkly explain,10,True,0.9358,0.3973,podcast_lecture,White,starkly,explain,"[{'word_confidence': [['starkly', 0.653], ['explain', 0.292]], 'confidence': 0.459, 'timestamps': [['starkly', 0.24, 0.97], ['explain', 0.97, 1.82]], 'transcript': 'starkly explain '}]",starkly,0.9822,explained,0.4287
TerenceMckenna-TrueHallucinations15-16_chunk_7_1499105773483229_count_0_noise_20_noise_type_White,2,14.82,16.46,starkly explain,20,True,0.9358,0.3973,podcast_lecture,White,starkly,explain,"[{'word_confidence': [['start', 0.717], ['free', 0.347], ['explain', 0.252]], 'confidence': 0.427, 'timestamps': [['start', 0.24, 0.78], ['free', 0.78, 0.97], ['explain', 0.97, 1.78]], 'transcript': 'start free explain '}]",start,0.703,free,0.6301,explained,0.3028
TerenceMckenna-TrueHallucinations15-16_chunk_7_1499105773483229_count_0_noise_15_noise_type_White,2,14.82,16.46,starkly explain,15,True,0.9358,0.3973,podcast_lecture,White,starkly,explain,"[{'word_confidence': [['starkly', 0.543], ['explain', 0.266]], 'confidence': 0.394, 'timestamps': [['starkly', 0.24, 0.97], ['explain', 0.97, 1.82]], 'transcript': 'starkly explain '}]",starkly,0.9382,explained,0.3764
TerenceMckenna-TrueHallucinations15-16_chunk_7_1499105773483229_count_0_noise_17_noise_type_White,2,14.82,16.46,starkly explain,17,True,0.9358,0.3973,podcast_lecture,White,starkly,explain,"[{'word_confidence': [['starkly', 0.385], ['explain', 0.264]], 'confidence': 0.321, 'timestamps': [['starkly', 0.24, 0.97], ['explain', 0.97, 1.78]], 'transcript': 'starkly explain '}]",starkly,0.7345,explained,0.3573
TerenceMckenna-TrueHallucinations15-16_chunk_7_1499105773483229_count_0_noise_19_noise_type_White,2,14.82,16.46,starkly explain,19,True,0.9358,0.3973,podcast_lecture,White,starkly,explain,"[{'word_confidence': [['starkly', 0.349], ['explaining', 0.228]], 'confidence': 0.279, 'timestamps': [['starkly', 0.4, 0.97], ['explaining', 0.97, 1.76]], 'transcript': 'starkly explaining '}]",starkly,0.6,explained,0.3277
TerenceMckenna-TrueHallucinations10-16_chunk_14_1499105773483229_count_0_noise_-1_noise_type_White,2,12.62,13.55,focus eyepiece,-1,True,0.9784,0.41,podcast_lecture,White,focus,eyepiece,"[{'word_confidence': [['focus', 0.523], ['of', 0.095], ['these', 0.154]], 'confidence': 0.358, 'timestamps': [['focus', 0.34, 0.82], ['of', 0.82, 0.95], ['these', 0.95, 1.17]], 'transcript': 'focus of these '}]",focus,0.7723
TerenceMckenna-TrueHallucinations10-16_chunk_14_1499105773483229_count_0_noise_0_noise_type_White,2,12.62,13.55,focus eyepiece,0,True,0.9784,0.41,podcast_lecture,White,focus,eyepiece,"[{'word_confidence': [['focus', 0.567], ['of', 0.085], ['these', 0.125]], 'confidence': 0.374, 'timestamps': [['focus', 0.34, 0.82], ['of', 0.82, 0.95], ['these', 0.95, 1.17]], 'transcript': 'focus of these '}]",focus,0.7546
TerenceMckenna-TrueHallucinations10-16_chunk_14_1499105773483229_count_0_noise_10_noise_type_White,2,12.62,13.55,focus eyepiece,10,True,0.9784,0.41,podcast_lecture,White,focus,eyepiece,"[{'word_confidence': [['focused', 0.271], ['service', 0.136]], 'confidence': 0.206, 'timestamps': [['focused', 0.32, 0.76], ['service', 0.76, 1.17]], 'transcript': 'focused service '}]",focus,0.6863,service,0.3019
TerenceMckenna-TrueHallucinations10-16_chunk_14_1499105773483229_count_0_noise_20_noise_type_White,2,12.62,13.55,focus eyepiece,20,True,0.9784,0.41,podcast_lecture,White,focus,eyepiece,"[{'word_confidence': [['both', 0.345], ['the', 0.926], ['seventh', 0.165]], 'confidence': 0.306, 'timestamps': [['both', 0.33, 0.59], ['the', 0.59, 0.68], ['seventh', 0.68, 1.15]], 'transcript': 'both the seventh '}]",both,0.8996,the,0.9506,seventh,0.397
TerenceMckenna-TrueHallucinations10-16_chunk_14_1499105773483229_count_0_noise_15_noise_type_White,2,12.62,13.55,focus eyepiece,15,True,0.9784,0.41,podcast_lecture,White,focus,eyepiece,"[{'word_confidence': [['spoke', 0.14], ['to', 0.023], ['several', 0.055]], 'confidence': 0.087, 'timestamps': [['spoke', 0.24, 0.59], ['to', 0.59, 0.68], ['several', 0.68, 1.09]], 'transcript': 'spoke to several '}]",focus,0.3696,service,0.3057
TerenceMckenna-TrueHallucinations10-16_chunk_14_1499105773483229_count_0_noise_12_noise_type_White,2,12.62,13.55,focus eyepiece,12,True,0.9784,0.41,podcast_lecture,White,focus,eyepiece,"[{'word_confidence': [['focused', 0.262], ['service', 0.161]], 'confidence': 0.218, 'timestamps': [['focused', 0.24, 0.76], ['service', 0.76, 1.17]], 'transcript': 'focused service '}]",focus,0.6682,service,0.2894
TerenceMckenna-TrueHallucinations10-16_chunk_14_1499105773483229_count_0_noise_14_noise_type_White,2,12.62,13.55,focus eyepiece,14,True,0.9784,0.41,podcast_lecture,White,focus,eyepiece,"[{'word_confidence': [['spoke', 0.122], ['to', 0.025], ['several', 0.052]], 'confidence': 0.078, 'timestamps': [['spoke', 0.24, 0.59], ['to', 0.59, 0.68], ['several', 0.68, 1.09]], 'transcript': 'spoke to several '}]",focus,0.4523,service,0.3488
TerenceMckenna-TrueHallucinations10-16_chunk_14_1499105773483229_count_0_noise_13_noise_type_White,2,12.62,13.55,focus eyepiece,13,True,0.9784,0.41,podcast_lecture,White,focus,eyepiece,"[{'word_confidence': [['focused', 0.2], ['service', 0.249]], 'confidence': 0.221, 'timestamps': [['focused', 0.24, 0.76], ['service', 0.76, 1.17]], 'transcript': 'focused service '}]",focus,0.5823,service,0.317
TerenceMckenna-TrueHallucinations12-16_chunk_31_1499105773483229_count_0_noise_-1_noise_type_White,2,15.55,17.24,different discrete,-1,True,0.9998,0.4883,podcast_lecture,White,different,discrete,"[{'word_confidence': [['different', 0.996], ['discrete', 0.998]], 'confidence': 0.997, 'timestamps': [['different', 0.29, 1.03], ['discrete', 1.06, 1.87]], 'transcript': 'different discrete '}]",different,0.9969,discrete,0.5634
TerenceMckenna-TrueHallucinations12-16_chunk_31_1499105773483229_count_0_noise_0_noise_type_White,2,15.55,17.24,different discrete,0,True,0.9998,0.4883,podcast_lecture,White,different,discrete,"[{'word_confidence': [['different', 0.998], ['discrete', 0.968]], 'confidence': 0.982, 'timestamps': [['different', 0.29, 1.02], ['discrete', 1.05, 1.87]], 'transcript': 'different discrete '}]",different,0.9984,discrete,0.5408
TerenceMckenna-TrueHallucinations12-16_chunk_31_1499105773483229_count_0_noise_10_noise_type_White,2,15.55,17.24,different discrete,10,True,0.9998,0.4883,podcast_lecture,White,different,discrete,"[{'word_confidence': [['different', 0.996], ['discrete', 0.998]], 'confidence': 0.997, 'timestamps': [['different', 0.29, 1.03], ['discrete', 1.06, 1.87]], 'transcript': 'different discrete '}]",different,0.9968,discrete,0.681
TerenceMckenna-TrueHallucinations12-16_chunk_31_1499105773483229_count_0_noise_20_noise_type_White,2,15.55,17.24,different discrete,20,True,0.9998,0.4883,podcast_lecture,White,different,discrete,"[{'word_confidence': [['different', 0.731], ['discrete', 0.996]], 'confidence': 0.877, 'timestamps': [['different', 0.29, 0.95], ['discrete', 1.05, 1.86]], 'transcript': 'different discrete '}]",different,0.9468,discrete,0.5484
TerenceMckenna-TrueHallucinations12-16_chunk_31_1499105773483229_count_0_noise_25_noise_type_White,2,15.55,17.24,different discrete,25,True,0.9998,0.4883,podcast_lecture,White,different,discrete,"[{'word_confidence': [['different', 0.467], ['discrete', 0.976]], 'confidence': 0.741, 'timestamps': [['different', 0.3, 0.97], ['discrete', 1.05, 1.83]], 'transcript': 'different discrete '}]",different,0.7615,discreet,0.4796
TerenceMckenna-TrueHallucinations12-16_chunk_31_1499105773483229_count_0_noise_27_noise_type_White,2,15.55,17.24,different discrete,27,True,0.9998,0.4883,podcast_lecture,White,different,discrete,"[{'word_confidence': [['different', 0.301], ['discrete', 0.907]], 'confidence': 0.629, 'timestamps': [['different', 0.3, 0.95], ['discrete', 1.05, 1.82]], 'transcript': 'different discrete '}]",different,0.4392,discreet,0.4115
TerenceMckenna-TrueHallucinations12-16_chunk_31_1499105773483229_count_0_noise_26_noise_type_White,2,15.55,17.24,different discrete,26,True,0.9998,0.4883,podcast_lecture,White,different,discrete,"[{'word_confidence': [['different', 0.367], ['discrete', 0.971]], 'confidence': 0.696, 'timestamps': [['different', 0.3, 0.96], ['discrete', 1.04, 1.83]], 'transcript': 'different discrete '}]",different,0.5518,discreet,0.3857
TerenceMckenna-TrueHallucinations04-16_chunk_38_1499105773483229_count_0_noise_-1_noise_type_White,2,4.02,4.87,evening strip,-1,True,0.8176,0.3135,podcast_lecture,White,evening,strip,"[{'word_confidence': [['evenings', 0.654], ['trip', 0.284]], 'confidence': 0.531, 'timestamps': [['evenings', 0.22, 0.8], ['trip', 0.8, 1.09]], 'transcript': 'evenings trip '}]",evenings,0.5618,trip,0.5568
TerenceMckenna-TrueHallucinations04-16_chunk_31_1499105773483229_count_0_noise_-1_noise_type_White,2,9.97,11.0,luxurious emergency,-1,False,0.3589,0.9726,podcast_lecture,White,luxurious,emergency,"[{'word_confidence': [['Paris', 0.252], ['emergency', 0.871]], 'confidence': 0.643, 'timestamps': [['Paris', 0.2, 0.59], ['emergency', 0.59, 1.26]], 'transcript': 'Paris emergency '}]",Paris,0.7964,emergency,0.9151
TerenceMckenna-TrueHallucinations04-16_chunk_31_1499105773483229_count_0_noise_0_noise_type_White,2,9.97,11.0,luxurious emergency,0,False,0.3589,0.9726,podcast_lecture,White,luxurious,emergency,"[{'word_confidence': [['Paris', 0.286], ['emergency', 0.918]], 'confidence': 0.686, 'timestamps': [['Paris', 0.2, 0.59], ['emergency', 0.59, 1.26]], 'transcript': 'Paris emergency '}]",Paris,0.8148,emergency,0.9274
TerenceMckenna-TrueHallucinations04-16_chunk_31_1499105773483229_count_0_noise_10_noise_type_White,2,9.97,11.0,luxurious emergency,10,False,0.3589,0.9726,podcast_lecture,White,luxurious,emergency,"[{'word_confidence': [['Paris', 0.272], ['emergency', 0.864]], 'confidence': 0.646, 'timestamps': [['Paris', 0.2, 0.59], ['emergency', 0.59, 1.26]], 'transcript': 'Paris emergency '}]",Paris,0.7877,emergency,0.8955
TerenceMckenna-TrueHallucinations04-16_chunk_31_1499105773483229_count_0_noise_20_noise_type_White,2,9.97,11.0,luxurious emergency,20,False,0.3589,0.9726,podcast_lecture,White,luxurious,emergency,"[{'word_confidence': [['Paris', 0.248], ['emergency', 0.862]], 'confidence': 0.643, 'timestamps': [['Paris', 0.22, 0.59], ['emergency', 0.59, 1.26]], 'transcript': 'Paris emergency '}]",Paris,0.7455,emergency,0.9197
TerenceMckenna-TrueHallucinations04-16_chunk_31_1499105773483229_count_0_noise_30_noise_type_White,2,9.97,11.0,luxurious emergency,30,False,0.3589,0.9726,podcast_lecture,White,luxurious,emergency,"[{'word_confidence': [['Paris', 0.239], ['emergency', 0.853]], 'confidence': 0.632, 'timestamps': [['Paris', 0.22, 0.59], ['emergency', 0.59, 1.25]], 'transcript': 'Paris emergency '}]",Paris,0.723,emergency,0.9079
TerenceMckenna-TrueHallucinations04-16_chunk_31_1499105773483229_count_0_noise_31_noise_type_White,2,9.97,11.0,luxurious emergency,31,False,0.3589,0.9726,podcast_lecture,White,luxurious,emergency,"[{'word_confidence': [['Paris', 0.229], ['emergency', 0.887]], 'confidence': 0.65, 'timestamps': [['Paris', 0.22, 0.59], ['emergency', 0.59, 1.25]], 'transcript': 'Paris emergency '}]",Paris,0.723,emergency,0.8748
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_35_1499105773483229_count_0_noise_-1_noise_type_White,2,21.81,22.32,first having,-1,False,0.4548,0.942,podcast_lecture,White,first,having,"[{'word_confidence': [['having', 0.439]], 'confidence': 0.439, 'timestamps': [['having', 0.45, 0.73]], 'transcript': 'having '}]",having,0.5579
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_35_1499105773483229_count_0_noise_0_noise_type_White,2,21.81,22.32,first having,0,False,0.4548,0.942,podcast_lecture,White,first,having,"[{'word_confidence': [['does', 0.192], ['have', 0.61], ['a', 0.327]], 'confidence': 0.422, 'timestamps': [['does', 0.28, 0.43], ['have', 0.43, 0.65], ['a', 0.65, 0.72]], 'transcript': 'does have a '}]",does,0.3964,have,0.6494,a,0.556
TerenceMckenna-TrueHallucinations03-16_chunk_100_1499105773483229_count_0_noise_-1_noise_type_White,2,8.44,9.79,pasture nearby,-1,False,0.4833,0.861,podcast_lecture,White,pasture,nearby,"[{'word_confidence': [['pasture', 0.476], ['nearby', 0.822]], 'confidence': 0.653, 'timestamps': [['pasture', 0.29, 0.92], ['nearby', 0.92, 1.58]], 'transcript': 'pasture nearby '}]",pasture,0.8959,nearby,0.8916
TerenceMckenna-TrueHallucinations03-16_chunk_100_1499105773483229_count_0_noise_0_noise_type_White,2,8.44,9.79,pasture nearby,0,False,0.4833,0.861,podcast_lecture,White,pasture,nearby,"[{'word_confidence': [['pasture', 0.426], ['nearby', 0.842]], 'confidence': 0.645, 'timestamps': [['pasture', 0.29, 0.9], ['nearby', 0.9, 1.58]], 'transcript': 'pasture nearby '}]",pasture,0.8791,nearby,0.8964
TerenceMckenna-TrueHallucinations03-16_chunk_100_1499105773483229_count_0_noise_10_noise_type_White,2,8.44,9.79,pasture nearby,10,False,0.4833,0.861,podcast_lecture,White,pasture,nearby,"[{'word_confidence': [['pasture', 0.335], ['nearby', 0.652]], 'confidence': 0.502, 'timestamps': [['pasture', 0.29, 0.9], ['nearby', 0.9, 1.58]], 'transcript': 'pasture nearby '}]",pasture,0.8549,nearby,0.8791
TerenceMckenna-TrueHallucinations03-16_chunk_100_1499105773483229_count_0_noise_20_noise_type_White,2,8.44,9.79,pasture nearby,20,False,0.4833,0.861,podcast_lecture,White,pasture,nearby,"[{'word_confidence': [['pasture', 0.511], ['nearby', 0.613]], 'confidence': 0.565, 'timestamps': [['pasture', 0.29, 0.9], ['nearby', 0.9, 1.57]], 'transcript': 'pasture nearby '}]",pasture,0.9152,nearby,0.7625
TerenceMckenna-TrueHallucinations03-16_chunk_100_1499105773483229_count_0_noise_30_noise_type_White,2,8.44,9.79,pasture nearby,30,False,0.4833,0.861,podcast_lecture,White,pasture,nearby,"[{'word_confidence': [['pastor', 0.199], ['nearby', 0.239]], 'confidence': 0.22, 'timestamps': [['pastor', 0.28, 0.89], ['nearby', 0.89, 1.57]], 'transcript': 'pastor nearby '}]",pasture,0.539,nearby,0.7638
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_21_1499105773483229_count_0_noise_-1_noise_type_White,2,17.95,18.82,ruling understanding,-1,False,0.3319,0.9967,podcast_lecture,White,ruling,understanding,"[{'word_confidence': [['Roman', 0.372], ['is', 0.701], ['standing', 1.0]], 'confidence': 0.652, 'timestamps': [['Roman', 0.23, 0.67], ['is', 0.67, 0.77], ['standing', 0.77, 1.11]], 'transcript': 'Roman is standing '}]",Roman,0.5782,is,0.8868,standing,0.855
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_32_1499105773483229_count_0_noise_-1_noise_type_White,2,3.82,4.68,Pretoria garden,-1,True,1.0,0.3403,podcast_lecture,White,Pretoria,garden,"[{'word_confidence': [['orient', 0.057], ['our', 0.15]], 'confidence': 0.092, 'timestamps': [['orient', 0.49, 0.88], ['our', 0.88, 1.11]], 'transcript': 'orient our '}]",Korean,0.3941
TheVoynichManuscript_chunk_88_1499105773483229_count_0_noise_-1_noise_type_White,2,7.73,8.96,Springfield thinking,-1,True,0.961,0.4402,podcast_lecture,White,Springfield,thinking,"[{'word_confidence': [['Springfield', 0.994], ['thinking', 0.24]], 'confidence': 0.687, 'timestamps': [['Springfield', 0.25, 0.95], ['thinking', 0.95, 1.43]], 'transcript': 'Springfield thinking '}]",Springfield,0.9902,thinking,0.6106
TheVoynichManuscript_chunk_88_1499105773483229_count_0_noise_0_noise_type_White,2,7.73,8.96,Springfield thinking,0,True,0.961,0.4402,podcast_lecture,White,Springfield,thinking,"[{'word_confidence': [['Springfield', 0.993], ['thinking', 0.19]], 'confidence': 0.661, 'timestamps': [['Springfield', 0.27, 0.95], ['thinking', 0.95, 1.43]], 'transcript': 'Springfield thinking '}]",Springfield,1.0,thinking,0.5805
TheVoynichManuscript_chunk_88_1499105773483229_count_0_noise_10_noise_type_White,2,7.73,8.96,Springfield thinking,10,True,0.961,0.4402,podcast_lecture,White,Springfield,thinking,"[{'word_confidence': [['Springfield', 0.986], ['thinking', 0.186]], 'confidence': 0.662, 'timestamps': [['Springfield', 0.27, 0.96], ['thinking', 0.96, 1.43]], 'transcript': 'Springfield thinking '}]",Springfield,0.9992,thinking,0.5742
TheVoynichManuscript_chunk_88_1499105773483229_count_0_noise_20_noise_type_White,2,7.73,8.96,Springfield thinking,20,True,0.961,0.4402,podcast_lecture,White,Springfield,thinking,"[{'word_confidence': [['Springfield', 0.981], ['thinking', 0.202]], 'confidence': 0.657, 'timestamps': [['Springfield', 0.3, 0.96], ['thinking', 0.96, 1.43]], 'transcript': 'Springfield thinking '}]",Springfield,0.9895,thinking,0.4175
TheVoynichManuscript_chunk_88_1499105773483229_count_0_noise_25_noise_type_White,2,7.73,8.96,Springfield thinking,25,True,0.961,0.4402,podcast_lecture,White,Springfield,thinking,"[{'word_confidence': [['Springfield', 0.823], ['thinking', 0.181]], 'confidence': 0.557, 'timestamps': [['Springfield', 0.3, 0.95], ['thinking', 0.95, 1.41]], 'transcript': 'Springfield thinking '}]",Springfield,0.978,fiction,0.3107
TheVoynichManuscript_chunk_88_1499105773483229_count_0_noise_27_noise_type_White,2,7.73,8.96,Springfield thinking,27,True,0.961,0.4402,podcast_lecture,White,Springfield,thinking,"[{'word_confidence': [['Springfield', 0.587], ['fiction', 0.255]], 'confidence': 0.447, 'timestamps': [['Springfield', 0.3, 0.94], ['fiction', 0.94, 1.41]], 'transcript': 'Springfield fiction '}]",Springfield,0.8578,fiction,0.4411
TheVoynichManuscript_chunk_88_1499105773483229_count_0_noise_28_noise_type_White,2,7.73,8.96,Springfield thinking,28,True,0.961,0.4402,podcast_lecture,White,Springfield,thinking,"[{'word_confidence': [['Springfield', 0.438], ['fiction', 0.279]], 'confidence': 0.371, 'timestamps': [['Springfield', 0.3, 0.94], ['fiction', 0.94, 1.41]], 'transcript': 'Springfield fiction '}]",Springfield,0.7206,fiction,0.4799
History_4A_Fall_2007_UC_Berkeley_Lecture_08_Archaeology_Myth_and_History_the_Minoan_and_Mycenaean_Worlds_20460_chunk_97_1499105773483229_count_0_noise_-1_noise_type_White,2,22.87,24.15,singing because,-1,False,0.386,0.8339,podcast_lecture,White,singing,because,"[{'word_confidence': [['because', 1.0]], 'confidence': 1.0, 'timestamps': [['because', 1.12, 1.52]], 'transcript': 'because '}]",because,0.9596
UnfoldingTheLeaf_chunk_0_1499105773483229_count_0_noise_-1_noise_type_White,2,7.37,8.22,lives nations,-1,False,0.3864,0.7344,podcast_lecture,White,lives,nations,"[{'word_confidence': [['blues', 0.117], ['nations', 0.547]], 'confidence': 0.374, 'timestamps': [['blues', 0.2, 0.55], ['nations', 0.55, 1.07]], 'transcript': 'blues nations '}]",blues,0.4143
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_48_1499105773483229_count_0_noise_-1_noise_type_White,2,7.01,7.74,Italy honoring,-1,True,0.7735,0.3664,podcast_lecture,White,Italy,honoring,"[{'word_confidence': [['Italy', 0.391], ['in', 0.788], ['Rome', 0.086]], 'confidence': 0.323, 'timestamps': [['Italy', 0.28, 0.58], ['in', 0.58, 0.68], ['Rome', 0.68, 0.96]], 'transcript': 'Italy in Rome '}]",Italy,0.7521,in,0.7889,Rome,0.3591
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_48_1499105773483229_count_0_noise_0_noise_type_White,2,7.01,7.74,Italy honoring,0,True,0.7735,0.3664,podcast_lecture,White,Italy,honoring,"[{'word_confidence': [['Italy', 0.341], ['in', 0.874], ['the', 0.929], ['room', 0.594]], 'confidence': 0.565, 'timestamps': [['Italy', 0.28, 0.57], ['in', 0.57, 0.68], ['the', 0.68, 0.75], ['room', 0.75, 0.93]], 'transcript': 'Italy in the room '}]",Italy,0.6426,in,0.9412,the,0.9017,room,0.8234
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_48_1499105773483229_count_0_noise_10_noise_type_White,2,7.01,7.74,Italy honoring,10,True,0.7735,0.3664,podcast_lecture,White,Italy,honoring,[]
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_48_1499105773483229_count_0_noise_5_noise_type_White,2,7.01,7.74,Italy honoring,5,True,0.7735,0.3664,podcast_lecture,White,Italy,honoring,"[{'word_confidence': [['Italy', 0.439], ['and', 0.104]], 'confidence': 0.345, 'timestamps': [['Italy', 0.28, 0.59], ['and', 0.59, 0.71]], 'transcript': 'Italy and '}]",Italy,0.8194,in,0.5287,the,0.5079
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_48_1499105773483229_count_0_noise_7_noise_type_White,2,7.01,7.74,Italy honoring,7,True,0.7735,0.3664,podcast_lecture,White,Italy,honoring,"[{'word_confidence': [['Italy', 0.391], ['and', 0.083]], 'confidence': 0.305, 'timestamps': [['Italy', 0.28, 0.59], ['and', 0.59, 0.71]], 'transcript': 'Italy and '}]",Italy,0.669
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_48_1499105773483229_count_0_noise_9_noise_type_White,2,7.01,7.74,Italy honoring,9,True,0.7735,0.3664,podcast_lecture,White,Italy,honoring,[]
